fips,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
51600,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,Snow Storms or Ice Storms,,Drought,Tropical Storm,Extreme Heat,,,,Extreme Heat,,,,,,,"Wind, Hail, or Lightning",,,Tropical Storm,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,City of Fairfax
21101,,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,Tornado or Funnel Cloud,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,HENDERSON
21103,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Henry
21105,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Other,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Hickman
21107,,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,Flooding,,,,,,,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Tornado or Funnel Cloud,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,HOPKINS
21109,Snow Storms or Ice Storms,,,,,,Flooding,Flooding,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Jackson
51840,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,Snow Storms or Ice Storms,,Drought,"Wind, Hail, or Lightning",Extreme Heat,,,,Extreme Heat,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,City of Winchester
32017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln
32019,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lyon
29055,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,Extreme Heat,Flooding,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,Flooding,,,Flooding,,,,Flooding,,,,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,,,,Drought,,,,,,,,,,,Extreme Heat,,"Wind, Hail, or Lightning",,,,,,,,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,Crawford
26157,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,TUSCOLA
42055,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Tropical Storm,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,Flooding,,Flooding,,,,,,,,,,Flooding,,,,Tornado or Funnel Cloud,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,Franklin
26155,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,SHIAWASSEE
42057,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Tropical Storm,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,FULTON
26153,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Schoolcraft
42051,Flooding,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,FAYETTE
26151,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,SANILAC
42053,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,Flooding,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,Forest
12015,,,,,,,,,,,,,,Tropical Storm,,,,,,,,Wildfire,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Tropical Storm,Tropical Storm,,Tropical Storm,,Tropical Storm,Other,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,CHARLOTTE
12017,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Other,,Other,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,CITRUS
12011,,,,,,,,,,,,,,Tropical Storm,,,,,,,,Wildfire,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",Tropical Storm,,Tropical Storm,,,Tropical Storm,Tropical Storm,Tropical Storm,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BROWARD
42059,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,Flooding,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,Greene
26159,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,VAN BUREN
51115,Snow Storms or Ice Storms,,,,,,,Flooding,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,Tropical Storm,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,Flooding,,,,,,,,,,Mathews
46009,,,,,,Flooding,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bon Homme
51111,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,Flooding,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Lunenburg
51113,Snow Storms or Ice Storms,,,Flooding,,,,Flooding,,,,,,,,,,Snow Storms or Ice Storms,,Drought,,Extreme Heat,,,,Extreme Heat,,,,,,,,,,Flooding,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,Flooding,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Madison
46003,,,,,,Flooding,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aurora
08055,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,Wildfire,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Huerfano
51119,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Snow Storms or Ice Storms,,,,,,,Flooding,,Tornado or Funnel Cloud,,,,,,,,MIDDLESEX
53007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,Wildfire,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,Chelan
46005,,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Beadle
17031,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Extreme Heat,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,Flooding,,,,,,,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,Flooding,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,Extreme Heat,,,,,,,,"Wind, Hail, or Lightning",,,Extreme Heat,,,Flooding,Flooding,Flooding,,,Flooding,,Cold Weather/Wind Chill or Freezing,,,Flooding,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Cook
17033,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,Drought,,,,,Flooding,,,Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",Flooding,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Crawford
17035,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,Flooding,,,Flooding,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,Flooding,,,,,Flooding,,,,,Drought,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Cumberland
05139,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,UNION
05137,Snow Storms or Ice Storms,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Wildfire,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,Flooding,,,,Flooding,,Tropical Storm,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,Flooding,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Flooding,,Flooding,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Flooding,,,,,,,,,Stone
05135,Snow Storms or Ice Storms,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,Tornado or Funnel Cloud,,,,,,Tropical Storm,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Flooding,,,,,Flooding,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,Sharp
05133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,Flooding,,SEVIER
05131,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,Extreme Heat,,,,Flooding,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,Sebastian
19009,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Audubon
19011,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,Tornado or Funnel Cloud,,,,,,Drought,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,Flooding,,"Wind, Hail, or Lightning",Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,Drought,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,Benton
26023,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Branch
05003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,Extreme Heat,,,,,,,,,,Tropical Storm,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASHLEY
26021,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Berrien
05001,,,,,,,Flooding,,,,,,,,,,,,,,,Drought,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,Flooding,,,,Flooding,,Tropical Storm,,,,,,,,,,,,,,,Flooding,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,Tornado or Funnel Cloud,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARKANSAS
26027,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Cass
