fips,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
48341,,,Drought,,,,,,,,,Drought,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,Wildfire,Wildfire,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,Wildfire,,,,,,"Wind, Hail, or Lightning",,,Wildfire,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,Moore
19173,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,Tornado or Funnel Cloud,,,,,,,Flooding,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,Taylor
17019,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Tornado or Funnel Cloud,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,,,,,Flooding,,,,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,Drought,,,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,Snow Storms or Ice Storms,,,Flooding,,,,,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,,,,,,,Champaign
48353,,,,,,,,,,,,Drought,,,,,,,Tornado or Funnel Cloud,,,Drought,,,Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,Snow Storms or Ice Storms,Drought,,,,,,,,,Wildfire,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,Nolan
51590,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,Drought,Flooding,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,City of Danville
17013,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Drought,,,,,,,,,,,Extreme Heat,,,,,"Wind, Hail, or Lightning",,,,,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,Calhoun
17011,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,Flooding,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,Drought,,,,"Wind, Hail, or Lightning",,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Bureau
17017,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning",Flooding,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,Cass
17015,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,Drought,,,Flooding,Tornado or Funnel Cloud,,,,,,Cold Weather/Wind Chill or Freezing,,,"Wind, Hail, or Lightning",,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,Carroll
55035,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAU CLAIRE
19015,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,Drought,,Tornado or Funnel Cloud,,,,,,Drought,,Flooding,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,Boone
17167,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,Flooding,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,Flooding,,Flooding,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Sangamon
51047,Snow Storms or Ice Storms,,,Flooding,,,,Flooding,,,,,,,,,,Snow Storms or Ice Storms,,Drought,,Extreme Heat,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,Flooding,,Cold Weather/Wind Chill or Freezing,Flooding,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Culpeper
38009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bottineau
55033,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUNN
53001,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,Adams
05065,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,Flooding,,,,Tornado or Funnel Cloud,,Tropical Storm,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Flooding,,,,"Wind, Hail, or Lightning",Flooding,,Flooding,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,Izard
53003,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,Asotin
05067,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,,,,,,,Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,JACKSON
53005,,,,,Flooding,,,,,,,,,,,,,,,,,,Wildfire,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benton
19175,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,Drought,,Tornado or Funnel Cloud,,,,,,Drought,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,"Wind, Hail, or Lightning",Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,,Drought,,,Tornado or Funnel Cloud,,,,,,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Union
26003,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Alger
05063,Snow Storms or Ice Storms,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,Drought,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,Flooding,,,,,,Tropical Storm,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,Flooding,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Flooding,,Tornado or Funnel Cloud,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,Independence
55031,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOUGLAS
26009,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ANTRIM
05069,,,,,,,,,,,,,,,,,,,,Extreme Heat,,Drought,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Extreme Heat,,,,,,,,,,Flooding,,Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,Flooding,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,Jefferson
48505,,,Drought,,,,,,,,,,,,,,,,,,,Drought,,,Flooding,Drought,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Drought,,,,,,,,,,,,,Drought,,,,,,,,,Wildfire,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,Zapata
48507,,,Drought,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,Flooding,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,Zavala
48501,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,Wildfire,Drought,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Wildfire,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Yoakum
48503,,,Drought,,,,,,,,,Drought,,,,,,,,,,Drought,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Drought,,,,,Flooding,,,,,,,Snow Storms or Ice Storms,Drought,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",Wildfire,"Wind, Hail, or Lightning",,,,,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,Drought,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,Young
45043,,,,,,,,Flooding,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,,,,,,,GEORGETOWN
45041,,,,,,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,,,,,Drought,,Drought,,Tornado or Funnel Cloud,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,,,,,,,Florence
45047,Snow Storms or Ice Storms,,,,,,,Flooding,,,,Drought,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,Drought,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,Flooding,,"Wind, Hail, or Lightning",,,,,,,,Greenwood
45045,Snow Storms or Ice Storms,,,,,,,Flooding,,,,Drought,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,Flooding,"Wind, Hail, or Lightning",Flooding,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,Flooding,,"Wind, Hail, or Lightning",,,,,,,,Greenville
38001,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADAMS
37021,Snow Storms or Ice Storms,,,,,,,Flooding,,,,Drought,,,,,,,,Drought,"Wind, Hail, or Lightning",Drought,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,Flooding,Flooding,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Buncombe
33015,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Rockingham
37023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Flooding,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Burke
33017,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Strafford
37025,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,Flooding,,,,Drought,,,,,,,,Drought,,Drought,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,Flooding,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,,,,,,Cabarrus
33011,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Hillsborough
37027,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,"Wind, Hail, or Lightning",Drought,,Drought,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Flooding,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,"Wind, Hail, or Lightning",Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,CALDWELL
33013,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Merrimack
37029,,,,Tropical Storm,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,Tropical Storm,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Camden
01007,Snow Storms or Ice Storms,,,,,,,Flooding,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,Tropical Storm,Tropical Storm,,,,Drought,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,Bibb
01005,,,,,,,,Flooding,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,Tornado or Funnel Cloud,,,Tropical Storm,Tropical Storm,,,,Drought,,,,,,,,Drought,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,BARBOUR
33019,Snow Storms or Ice Storms,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Sullivan
01001,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,Flooding,,,Tropical Storm,Tropical Storm,,,,Drought,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Cold Weather/Wind Chill or Freezing,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,AUTAUGA
